,id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM
135,478,36,172,Djelfa,Bouira Lahdab,3 084 166 667,3 526 583 333,3.084166666666667,35.26583333333333,778.0,30,60,45.0,L,8.35,,8.71,26.0,32.0,42.0,0.090176463,0.208275775,
136,479,36,173,Djelfa,Bouira Lahdab,3 084 166 667,3 526 583 333,3.084166666666667,35.26583333333333,778.0,15,30,22.5,AL,8.429,,6.918,31.003,29.023,39.974,-0.028661559,0.110373748,
137,480,36,173,Djelfa,Bouira Lahdab,3 084 166 667,3 526 583 333,3.084166666666667,35.26583333333333,778.0,30,60,45.0,AL,8.711,,7.667,30.029,21.235,48.735,-0.150488749,0.210299956,
138,481,36,174,Djelfa,Bouira Lahdab,3 083 333 333,3 525 027 778,3.0833333333333335,35.250277777777775,777.0,15,30,22.5,SL,8.65,,5.942,16.991,26.038,57.974,0.185388427,0.533014071,
139,482,36,174,Djelfa,Bouira Lahdab,3 083 333 333,3 525 027 778,3.0833333333333335,35.250277777777775,777.0,30,60,45.0,SL,8.524,,5.396,19.912,13.382,66.735,-0.172594076,0.525238563,
140,483,36,175,Djelfa,Bouira Lahdab,3 083 333 333,3 525 027 778,3.0833333333333335,35.250277777777775,777.0,30,60,45.0,SL,8.51,,5.12,10.0,15.0,74.0,0.176090825,0.869231285,
141,484,36,175,Djelfa,Bouira Lahdab,3 083 333 333,3 525 027 778,3.0833333333333335,35.250277777777775,777.0,60,100,80.0,SL,8.51,,5.12,10.0,15.0,74.0,0.176090825,0.869231285,
142,485,36,176,Djelfa,Bouira Lahdab,3 083 333 333,3 525 027 778,3.0833333333333335,35.250277777777775,777.0,15,30,22.5,LS,8.61,,5.38,9.0,11.0,80.0,0.087149693,0.948846995,
143,486,36,176,Djelfa,Bouira Lahdab,3 083 333 333,3 525 027 778,3.0833333333333335,35.250277777777775,777.0,30,60,45.0,LS,8.61,,5.38,9.0,11.0,80.0,0.087149693,0.948846995,
144,487,36,177,Djelfa,Bouira Lahdab,3 081 666 667,3 525 916 667,3.081666666666667,35.259166666666665,775.0,15,30,22.5,SL,8.38,,6.92,20.0,20.0,61.0,-2170000000.0,0.484299622,
145,488,36,177,Djelfa,Bouira Lahdab,3 081 666 667,3 525 916 667,3.081666666666667,35.259166666666665,775.0,30,60,45.0,SL,8.38,,6.92,20.0,20.0,61.0,-2170000000.0,0.484299622,
146,489,36,178,Djelfa,Bouira Lahdab,3 081 666 667,3 525 916 667,3.081666666666667,35.259166666666665,775.0,15,30,22.5,SL,8.37,,9.48,13.0,21.0,66.0,0.208275608,0.705600249,
147,490,36,178,Djelfa,Bouira Lahdab,3 081 666 667,3 525 916 667,3.081666666666667,35.259166666666665,775.0,30,60,45.0,SL,8.37,,9.48,13.0,21.0,66.0,0.208275608,0.705600249,
148,491,36,179,Djelfa,Ain Oussara,2 938 333 333,3 539 805 556,2.9383333333333335,35.39805555555556,711.0,5,15,10.0,SAL,8.499,,8.199,21.995,18.029,59.971,-0.086352525,0.435617127,
149,492,36,179,Djelfa,Ain Oussara,2 938 333 333,3 539 805 556,2.9383333333333335,35.39805555555556,711.0,15,30,22.5,SAL,8.623,,8.446,22.948,12.313,65.687,-0.270381151,0.456734397,
150,493,36,180,Djelfa,Ain Oussara,2 938 333 333,3 539 805 556,2.9383333333333335,35.39805555555556,711.0,15,30,22.5,SL,8.71,,9.23,18.0,32.0,62.0,0.249877232,0.537118943,
151,494,36,180,Djelfa,Ain Oussara,2 938 333 333,3 539 805 556,2.9383333333333335,35.39805555555556,711.0,30,60,45.0,SL,8.71,,9.23,18.0,32.0,62.0,0.249877232,0.537118943,
152,495,36,181,Djelfa,Ain Oussara,2 938 333 333,3 539 805 556,2.9383333333333335,35.39805555555556,711.0,5,15,10.0,SL,8.8,,6.15,18.0,28.0,54.0,0.191885285,0.477121013,
153,496,36,181,Djelfa,Ain Oussara,2 938 333 333,3 539 805 556,2.9383333333333335,35.39805555555556,711.0,15,30,22.5,SL,8.8,,6.15,18.0,28.0,54.0,0.191885285,0.477121013,
154,497,36,182,Djelfa,Ain Oussara,2 940 277 778,354 025,2.940277777777778,35.402499999999996,706.0,5,15,10.0,LS,8.74,,3.838,11.01,4.986,84.0,-0.344035439,0.882491573,
155,498,36,182,Djelfa,Ain Oussara,2 940 277 778,354 025,2.940277777777778,35.402499999999996,706.0,15,30,22.5,LS,8.712,,4.323,9.104,7.844,84.0,-0.064695141,0.96504656,
156,499,36,183,Djelfa,Ain Oussara,2 940 277 778,354 025,2.940277777777778,35.402499999999996,706.0,5,15,10.0,LS,8.74,,4.792,6.99,7.005,86.005,0.000930343,10.9004590313526,
157,500,36,183,Djelfa,Ain Oussara,2 940 277 778,354 025,2.940277777777778,35.402499999999996,706.0,15,30,22.5,LS,8.645,,4.373,8.896,6.052,85.052,-0.167296343,0.980489268,
158,501,36,184,Djelfa,Ain Oussara,2 940 277 778,354 025,2.940277777777778,35.402499999999996,706.0,5,15,10.0,SL,8.529,,5.63,19.014,24.029,56.952,0.101661979,0.476435262,
159,502,36,184,Djelfa,Ain Oussara,2 940 277 778,354 025,2.940277777777778,35.402499999999996,706.0,15,30,22.5,SL,8.729,,7.583,16.156,18.313,66.478,0.054425382,0.614343832,
160,503,36,185,Djelfa,Ain Oussara,2 940 833 333,3 539 944 444,2.9408333333333334,35.39944444444444,704.0,15,30,22.5,SL,8.64,,6.15,20.0,12.0,69.0,-0.221848967,0.537818878,
161,504,36,185,Djelfa,Ain Oussara,2 940 833 333,3 539 944 444,2.9408333333333334,35.39944444444444,704.0,30,60,45.0,SL,8.64,,6.15,20.0,12.0,69.0,-0.221848967,0.537818878,
162,505,42,186,Msila,Hodna,4 568 416 667,3 534 861 111,4.568416666666667,35.34861111111111,381.9,0,5,2.5,S,8.214,3.951,,,,70.394,,,
163,506,42,186,Msila,Hodna,4 568 416 667,3 534 861 111,4.568416666666667,35.34861111111111,381.9,5,15,10.0,S,8.191,3.706,,,,73.536,,,
164,507,42,186,Msila,Hodna,4 568 416 667,3 534 861 111,4.568416666666667,35.34861111111111,381.9,15,30,22.5,S,8.122,2.912,,,,83.607,,,
165,508,42,186,Msila,Hodna,4 568 416 667,3 534 861 111,4.568416666666667,35.34861111111111,381.9,30,60,45.0,S,8.108,2.357,,,,89.041,,,
166,509,42,186,Msila,Hodna,4 568 416 667,3 534 861 111,4.568416666666667,35.34861111111111,381.9,60,100,80.0,S,8.31,2.648,,,,83.671,,,
167,510,42,186,Msila,Hodna,4 568 416 667,3 534 861 111,4.568416666666667,35.34861111111111,381.9,100,200,150.0,S,8.653,2.587,,,,86.887,,,
168,511,42,187,Msila,Hodna,4 566 805 556,3 534 922 222,4.566805555555555,35.349222222222224,397.6,0,5,2.5,S,8.679,3.676,,,,81.11,,,
169,512,42,187,Msila,Hodna,4 566 805 556,3 534 922 222,4.566805555555555,35.349222222222224,397.6,5,15,10.0,S,8.695,3.619,,,,80.522,,,
170,513,42,187,Msila,Hodna,4 566 805 556,3 534 922 222,4.566805555555555,35.349222222222224,397.6,15,30,22.5,S,8.757,3.384,,,,78.101,,,
171,514,42,187,Msila,Hodna,4 566 805 556,3 534 922 222,4.566805555555555,35.349222222222224,397.6,30,60,45.0,S,8.742,2.992,,,,74.95,,,
172,515,42,187,Msila,Hodna,4 566 805 556,3 534 922 222,4.566805555555555,35.349222222222224,397.6,60,100,80.0,S,8.379,2.912,,,,76.286,,,
173,516,42,187,Msila,Hodna,4 566 805 556,3 534 922 222,4.566805555555555,35.349222222222224,397.6,100,200,150.0,S,8.525,3.121,,,,71.766,,,
174,517,42,188,Msila,Hodna,4 551 138 889,3 534 902 778,4.551138888888889,35.34902777777778,397.3,0,5,2.5,S,8.048,0.091,,,,89.939,,,
175,518,42,188,Msila,Hodna,4 551 138 889,3 534 902 778,4.551138888888889,35.34902777777778,397.3,5,15,10.0,S,8.088,0.098,,,,89.392,,,
176,519,42,188,Msila,Hodna,4 551 138 889,3 534 902 778,4.551138888888889,35.34902777777778,397.3,15,30,22.5,S,8.251,0.13,,,,87.113,,,
177,520,42,188,Msila,Hodna,4 551 138 889,3 534 902 778,4.551138888888889,35.34902777777778,397.3,30,60,45.0,S,8.413,0.324,,,,82.792,,,
178,521,42,188,Msila,Hodna,4 551 138 889,3 534 902 778,4.551138888888889,35.34902777777778,397.3,60,100,80.0,S,8.237,0.613,,,,80.717,,,
179,522,42,188,Msila,Hodna,4 551 138 889,3 534 902 778,4.551138888888889,35.34902777777778,397.3,100,200,150.0,S,8.071,1.966,,,,80.341,,,
180,523,42,189,Msila,Hodna,453 925,3 534 972 222,4.53925,35.349722222222226,405.6,0,5,2.5,S,8.217,4.355,,,,74.796,,,
181,524,42,189,Msila,Hodna,453 925,3 534 972 222,4.53925,35.349722222222226,405.6,5,15,10.0,S,8.246,4.473,,,,74.99,,,
182,525,42,189,Msila,Hodna,453 925,3 534 972 222,4.53925,35.349722222222226,405.6,15,30,22.5,S,8.369,4.99,,,,75.833,,,
183,526,42,189,Msila,Hodna,453 925,3 534 972 222,4.53925,35.349722222222226,405.6,30,60,45.0,S,8.597,5.246,,,,75.071,,,
184,527,42,189,Msila,Hodna,453 925,3 534 972 222,4.53925,35.349722222222226,405.6,60,100,80.0,S,8.593,3.567,,,,74.573,,,
185,528,42,189,Msila,Hodna,453 925,3 534 972 222,4.53925,35.349722222222226,405.6,100,200,150.0,S,8.602,2.765,,,,84.023,,,
186,529,44,190,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,15,30,22.5,S,7.64,0.34,0.3,0.88,9.06,90.06,1.01264059039011,2.01004433534021,2.52
187,530,44,190,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,30,60,45.0,S,7.64,0.34,0.3,0.88,9.06,90.06,1.01264059039011,2.01004433534021,2.52
188,531,44,191,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,15,30,22.5,S,7.48,0.67,0.5,5.24,4.36,90.4,-0.079845627,12.3683631468616,1.77
189,532,44,191,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,30,60,45.0,S,7.48,0.67,0.5,5.24,4.36,90.4,-0.079845627,12.3683631468616,1.77
190,533,44,192,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,15,30,22.5,S,7.73,1.06,0.25,10.89,5.66,83.45,-0.284211847,0.884398062,
191,534,44,192,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,30,60,45.0,S,7.73,1.06,0.25,10.89,5.66,83.45,-0.284211847,0.884398062,
192,535,44,193,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,15,30,22.5,S,7.75,0.56,0.65,14.41,4.91,80.68,-0.46758279,0.748101607,2.5
193,536,44,193,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,30,60,45.0,S,7.75,0.56,0.65,14.41,4.91,80.68,-0.46758279,0.748101607,2.5
194,537,44,194,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,15,30,22.5,S,7.76,0.6,0.4,7.81,6.52,85.67,-0.078403994,10.4017717694902,
195,538,44,194,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,30,60,45.0,S,7.76,0.6,0.4,7.81,6.52,85.67,-0.078403994,10.4017717694902,
196,539,44,195,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,15,30,22.5,S,7.99,0.35,0.25,0.0,0.0,99.0,0.0,6.995635195,1.45
197,540,44,195,Jijel,Beni-Belaid,6 085,368 645 426,6.085,36.89111111111111,3.0,30,60,45.0,S,7.99,0.35,0.25,0.0,0.0,99.0,0.0,6.995635195,1.45
198,745,56,258,Jijel,El Kenner,5 945 277 778,3 680 333 333,5.945277777777778,36.80333333333333,,15,30,22.5,A,7.19,0.052,,45.0,15.0,40.0,-0.477121351,-0.051152619,1.49
199,746,56,258,Jijel,El Kenner,5 945 277 778,3 680 333 333,5.945277777777778,36.80333333333333,,30,60,45.0,A,7.19,0.052,,45.0,15.0,40.0,-0.477121351,-0.051152619,1.49
200,747,56,259,Jijel,El Kenner,5 945 277 778,3 680 333 333,5.945277777777778,36.80333333333333,,15,30,22.5,A,7.28,0.053,,45.0,15.0,40.0,-0.477121351,-0.051152619,1.52
201,748,56,259,Jijel,El Kenner,5 945 277 778,3 680 333 333,5.945277777777778,36.80333333333333,,30,60,45.0,A,7.28,0.053,,45.0,15.0,40.0,-0.477121351,-0.051152619,1.52
202,749,56,260,Jijel,El Kenner,5 945 277 778,3 680 333 333,5.945277777777778,36.80333333333333,,15,30,22.5,A,7.1,0.051,,45.0,15.0,40.0,-0.477121351,-0.051152619,1.56
203,750,56,260,Jijel,El Kenner,5 945 277 778,3 680 333 333,5.945277777777778,36.80333333333333,,30,60,45.0,A,7.1,0.051,,45.0,15.0,40.0,-0.477121351,-0.051152619,1.56
204,751,56,261,Jijel,El Kenner,5 942 222 222,368 075,5.942222222222222,36.8075,,15,30,22.5,AS,5.84,0.141,,40.0,15.0,45.0,-0.425968841,0.051152414,1.47
205,752,56,261,Jijel,El Kenner,5 942 222 222,368 075,5.942222222222222,36.8075,,30,60,45.0,AS,5.84,0.141,,40.0,15.0,45.0,-0.425968841,0.051152414,1.47
206,753,56,262,Jijel,El Kenner,5 942 222 222,368 075,5.942222222222222,36.8075,,15,30,22.5,AS,6.28,0.142,,40.0,15.0,45.0,-0.425968841,0.051152414,1.51
207,754,56,262,Jijel,El Kenner,5 942 222 222,368 075,5.942222222222222,36.8075,,30,60,45.0,AS,6.28,0.142,,40.0,15.0,45.0,-0.425968841,0.051152414,1.51
208,755,56,263,Jijel,El Kenner,5 942 222 222,368 075,5.942222222222222,36.8075,,15,30,22.5,AS,6.21,0.147,,40.0,15.0,45.0,-0.425968841,0.051152414,1.49
209,756,56,263,Jijel,El Kenner,5 942 222 222,368 075,5.942222222222222,36.8075,,30,60,45.0,AS,6.21,0.147,,40.0,15.0,45.0,-0.425968841,0.051152414,1.49
210,757,56,264,Jijel,El Kenner,5 942 777 778,36 805,5.942777777777778,36.805,,15,30,22.5,LA,5.37,0.238,,35.0,22.0,43.0,-0.201645488,0.089400287,1.09
211,758,56,264,Jijel,El Kenner,5 942 777 778,36 805,5.942777777777778,36.805,,30,60,45.0,LA,5.37,0.238,,35.0,22.0,43.0,-0.201645488,0.089400287,1.09
212,759,56,265,Jijel,El Kenner,5 942 777 778,36 805,5.942777777777778,36.805,,15,30,22.5,LA,5.43,0.219,,35.0,22.0,43.0,-0.201645488,0.089400287,1.14
213,760,56,265,Jijel,El Kenner,5 942 777 778,36 805,5.942777777777778,36.805,,30,60,45.0,LA,5.43,0.219,,35.0,22.0,43.0,-0.201645488,0.089400287,1.14
214,761,56,266,Jijel,El Kenner,5 942 777 778,36 805,5.942777777777778,36.805,,15,30,22.5,LA,5.53,0.205,,35.0,22.0,43.0,-0.201645488,0.089400287,1.22
215,762,56,266,Jijel,El Kenner,5 942 777 778,36 805,5.942777777777778,36.805,,30,60,45.0,LA,5.53,0.205,,35.0,22.0,43.0,-0.201645488,0.089400287,1.22
216,763,56,267,Jijel,El Kenner,598 344 175,3 683 416 667,5.983055555555556,36.83416666666667,,15,30,22.5,LS,6.94,0.114,,15.0,33.0,52.0,0.342422391,0.539911795,1.51
217,764,56,267,Jijel,El Kenner,59 833 826,3 683 416 667,5.983055555555556,36.83416666666667,,30,60,45.0,LS,6.94,0.114,,15.0,33.0,52.0,0.342422391,0.539911795,1.51
218,765,56,268,Jijel,El Kenner,59 833 826,3 683 416 667,5.983055555555556,36.83416666666667,,15,30,22.5,LS,6.9,0.107,,15.0,33.0,52.0,0.342422391,0.539911795,1.49
219,766,56,268,Jijel,El Kenner,59 833 826,3 683 416 667,5.983055555555556,36.83416666666667,,30,60,45.0,LS,6.9,0.107,,15.0,33.0,52.0,0.342422391,0.539911795,1.49
220,767,56,269,Jijel,El Kenner,59 833 826,3 683 416 667,5.983055555555556,36.83416666666667,,15,30,22.5,LS,7.03,0.996,,15.0,33.0,52.0,0.342422391,0.539911795,1.54
221,768,56,269,Jijel,El Kenner,59 833 826,3 683 416 667,5.983055555555556,36.83416666666667,,30,60,45.0,LS,7.03,0.996,,15.0,33.0,52.0,0.342422391,0.539911795,1.54
222,769,57,270,Jijel,Taza,5 550 277 778,3 671 055 556,5.550277777777778,36.71055555555556,,0,5,2.5,SL,7.14,0.631,22.0,7.06,24.8,70.31,0.545646365,0.998211782,2.01
223,770,57,270,Jijel,Taza,5 550 277 778,3 671 055 556,5.550277777777778,36.71055555555556,,5,15,10.0,SL,7.14,0.631,22.0,7.06,24.8,70.31,0.545646365,0.998211782,2.01
224,771,57,270,Jijel,Taza,5 550 277 778,3 671 055 556,5.550277777777778,36.71055555555556,,15,30,22.5,SL,7.14,0.631,22.0,7.06,24.8,70.31,0.545646365,0.998211782,2.01
225,772,57,270,Jijel,Taza,5 550 277 778,3 671 055 556,5.550277777777778,36.71055555555556,,30,60,45.0,SL,7.14,0.631,22.0,7.06,24.8,70.31,0.545646365,0.998211782,2.01
226,773,57,271,Jijel,Taza,5 548 055 556,3 670 916 667,5.548055555555555,36.70916666666667,,0,5,2.5,SL,7.06,0.176,25.5,7.06,24.8,70.31,0.545646365,0.998211782,4.352
227,774,57,271,Jijel,Taza,5 548 055 556,3 670 916 667,5.548055555555555,36.70916666666667,,5,15,10.0,SL,7.06,0.176,25.5,7.06,24.8,70.31,0.545646365,0.998211782,4.352
228,775,57,271,Jijel,Taza,5 548 055 556,3 670 916 667,5.548055555555555,36.70916666666667,,15,30,22.5,SL,7.06,0.176,25.5,7.06,24.8,70.31,0.545646365,0.998211782,4.352
229,776,57,271,Jijel,Taza,5 548 055 556,3 670 916 667,5.548055555555555,36.70916666666667,,30,60,45.0,SL,7.06,0.176,25.5,7.06,24.8,70.31,0.545646365,0.998211782,4.352
230,777,57,272,Jijel,Taza,5 548 055 556,3 670 805 556,5.548055555555555,36.70805555555556,,0,5,2.5,SL,7.07,0.214,28.0,7.06,24.8,70.31,0.545646365,0.998211782,1.762
231,778,57,272,Jijel,Taza,5 548 055 556,3 670 805 556,5.548055555555555,36.70805555555556,,5,15,10.0,SL,7.07,0.214,28.0,7.06,24.8,70.31,0.545646365,0.998211782,1.762
232,779,57,272,Jijel,Taza,5 548 055 556,3 670 805 556,5.548055555555555,36.70805555555556,,15,30,22.5,SL,7.07,0.214,28.0,7.06,24.8,70.31,0.545646365,0.998211782,1.762
233,780,57,272,Jijel,Taza,5 548 055 556,3 670 805 556,5.548055555555555,36.70805555555556,,30,60,45.0,SL,7.07,0.214,28.0,7.06,24.8,70.31,0.545646365,0.998211782,1.762
234,781,57,273,Jijel,Taza,"5,55",3 670 777 778,5.55,36.70777777777778,,0,5,2.5,SL,6.73,0.155,23.5,7.06,24.8,70.31,0.545646365,0.998211782,1.152
235,782,57,273,Jijel,Taza,"5,55",3 670 777 778,5.55,36.70777777777778,,5,15,10.0,SL,6.73,0.155,23.5,7.06,24.8,70.31,0.545646365,0.998211782,1.152
236,783,57,273,Jijel,Taza,"5,55",3 670 777 778,5.55,36.70777777777778,,15,30,22.5,SL,6.73,0.155,23.5,7.06,24.8,70.31,0.545646365,0.998211782,1.152
237,784,57,273,Jijel,Taza,"5,55",3 670 777 778,5.55,36.70777777777778,,30,60,45.0,SL,6.73,0.155,23.5,7.06,24.8,70.31,0.545646365,0.998211782,1.152
238,785,58,274,Jijel,Boudoukha,6 399 166 667,367 425,6.399166666666667,36.7425,,0,5,2.5,,,,,,,,,,
239,786,58,274,Jijel,Boudoukha,6 399 166 667,367 425,6.399166666666667,36.7425,,5,15,10.0,,,,,,,,,,
240,787,58,275,Jijel,Boudoukha,6 399 444 444,3 674 166 667,6.399444444444445,36.74166666666667,,0,5,2.5,,,,,,,,,,
241,788,58,275,Jijel,Boudoukha,6 399 444 444,3 674 166 667,6.399444444444445,36.74166666666667,,5,15,10.0,,,,,,,,,,
242,789,58,276,Jijel,Boudoukha,6 398 611 111,3 674 194 444,6.398611111111111,36.74194444444444,,0,5,2.5,,,,,,,,,,
243,790,58,276,Jijel,Boudoukha,6 398 611 111,3 674 194 444,6.398611111111111,36.74194444444444,,5,15,10.0,,,,,,,,,,
244,791,59,277,Medea,Benchicao,2 847 777 778,3 619 888 889,2.847777777777778,36.19888888888889,,0,5,2.5,,8.4,,,5.4,54.4,40.2,10.0320433562691,0.871831489,0.9
245,792,59,277,Medea,Benchicao,2 847 777 778,3 619 888 889,2.847777777777778,36.19888888888889,,5,15,10.0,,8.4,,,5.4,54.4,40.2,10.0320433562691,0.871831489,0.9
246,793,59,278,Medea,Benchicao,2 847 777 778,3 619 888 889,2.847777777777778,36.19888888888889,,0,5,2.5,,7.8,,,32.5,62.2,4.9,0.28190689,-0.821687415,1.5
247,794,59,278,Medea,Benchicao,2 847 777 778,3 619 888 889,2.847777777777778,36.19888888888889,,5,15,10.0,,7.8,,,32.5,62.2,4.9,0.28190689,-0.821687415,1.5
248,795,60,279,Mitija,,2 492 941 667,3 654 385 278,2.492941666666667,36.54385277777778,,0,5,2.5,,7.9,0.47,23.0,47.6,47.8,6.0,0.001820853,-0.899455794,4.6
249,796,60,279,Mitija,,2 492 941 667,3 654 385 278,2.492941666666667,36.54385277777778,,5,15,10.0,,7.9,0.47,23.0,47.6,47.8,6.0,0.001820853,-0.899455794,4.6
250,797,60,280,Mitija,,2 492 941 667,3 654 385 278,2.492941666666667,36.54385277777778,,0,5,2.5,,7.8,0.68,22.05,41.5,36.6,17.0,-0.054567116,-0.38759928,2.2
251,798,60,280,Mitija,,2 492 941 667,3 654 385 278,2.492941666666667,36.54385277777778,,5,15,10.0,,7.8,0.68,22.05,41.5,36.6,17.0,-0.054567116,-0.38759928,2.2
252,799,60,281,Mitija,,2 479 397 222,3 654 522 778,2.4793972222222225,36.545227777777775,,0,5,2.5,,8.1,0.14,15.97,29.4,37.7,28.5,0.107993872,-0.013502618,2.2
253,800,60,281,Mitija,,2 479 397 222,3 654 522 778,2.4793972222222225,36.545227777777775,,5,15,10.0,,8.1,0.14,15.97,29.4,37.7,28.5,0.107993872,-0.013502618,2.2
254,801,60,282,Mitija,,2 479 397 222,3 654 522 778,2.4793972222222225,36.545227777777775,,0,5,2.5,,8.1,0.2,20.91,41.5,44.4,9.6,0.029334769,-0.635776968,1.9
255,802,60,282,Mitija,,2 479 397 222,3 654 522 778,2.4793972222222225,36.545227777777775,,5,15,10.0,,8.1,0.2,20.91,41.5,44.4,9.6,0.029334769,-0.635776968,1.9
256,803,60,283,Mitija,,2 442 308 333,3 653 488 889,2.4423083333333335,36.53488888888889,,0,5,2.5,,7.9,0.2,19.77,37.5,31.0,29.2,-0.08266969,-0.108648532,2.3
257,804,60,283,Mitija,,2 442 308 333,3 653 488 889,2.4423083333333335,36.53488888888889,,5,15,10.0,,7.9,0.2,19.77,37.5,31.0,29.2,-0.08266969,-0.108648532,2.3
258,805,60,284,Mitija,,2 442 308 333,3 653 488 889,2.4423083333333335,36.53488888888889,,0,5,2.5,,7.9,0.15,18.63,36.9,28.3,30.0,-0.115240048,-0.089905229,2.8
259,806,60,284,Mitija,,2 442 308 333,3 653 488 889,2.4423083333333335,36.53488888888889,,5,15,10.0,,7.9,0.15,18.63,36.9,28.3,30.0,-0.115240048,-0.089905229,2.8
260,807,60,285,Mitija,,2 443 569 444,3 652 870 278,2.4435694444444445,36.528702777777774,,0,5,2.5,,8.2,0.14,19.77,40.1,47.6,12.1,0.074462472,-0.520359111,2.1
261,808,60,285,Mitija,,2 443 569 444,3 652 870 278,2.4435694444444445,36.528702777777774,,5,15,10.0,,8.2,0.14,19.77,40.1,47.6,12.1,0.074462472,-0.520359111,2.1
262,809,60,286,Mitija,,2 443 569 444,3 652 870 278,2.4435694444444445,36.528702777777774,,0,5,2.5,,8.2,0.15,19.2,42.4,46.4,12.3,0.039152022,-0.537460848,2.8
263,810,60,286,Mitija,,2 443 569 444,3 652 870 278,2.4435694444444445,36.528702777777774,,5,15,10.0,,8.2,0.15,19.2,42.4,46.4,12.3,0.039152022,-0.537460848,2.8
264,811,60,287,Mitija,,2 432 102 778,3 650 821 111,2.4321027777777777,36.50821111111111,,0,5,2.5,,8.1,0.1,23.19,40.6,46.0999999999999,8.6,0.055174785,-0.674027689,3.0
265,812,60,287,Mitija,,2 432 102 778,3 650 821 111,2.4321027777777777,36.50821111111111,,5,15,10.0,,8.1,0.1,23.19,40.6,46.0999999999999,8.6,0.055174785,-0.674027689,3.0
266,813,60,288,Mitija,,2 432 102 778,3 650 821 111,2.4321027777777777,36.50821111111111,,0,5,2.5,,7.9,0.18,21.13,41.0,44.5,10.7,0.035576048,-0.583400185,2.4
267,814,60,288,Mitija,,2 432 102 778,3 650 821 111,2.4321027777777777,36.50821111111111,,5,15,10.0,,7.9,0.18,21.13,41.0,44.5,10.7,0.035576048,-0.583400185,2.4
268,815,60,289,Mitija,,24 434,3 650 640 556,2.4434,36.50640555555555,,0,5,2.5,,8.0,0.08,23.38,47.4,38.6,9.8,-0.089191129,-0.684552358,2.1
269,816,60,289,Mitija,,24 434,3 650 640 556,2.4434,36.50640555555555,,5,15,10.0,,8.0,0.08,23.38,47.4,38.6,9.8,-0.089191129,-0.684552358,2.1
270,817,60,290,Mitija,,24 434,3 650 640 556,2.4434,36.50640555555555,,0,5,2.5,,7.9,0.12,23.38,48.9,36.4,11.6,-0.128207564,-0.624850959,1.6
271,818,60,290,Mitija,,24 434,3 650 640 556,2.4434,36.50640555555555,,5,15,10.0,,7.9,0.12,23.38,48.9,36.4,11.6,-0.128207564,-0.624850959,1.6
272,819,60,291,Mitija,,2 431 238 889,3 651 254 167,2.4312388888888887,36.512541666666664,,0,5,2.5,,7.7,0.08,24.52,53.4,40.9,7.5,-0.11581803,-0.852480075,2.9
273,820,60,291,Mitija,,2 431 238 889,3 651 254 167,2.4312388888888887,36.512541666666664,,5,15,10.0,,7.7,0.08,24.52,53.4,40.9,7.5,-0.11581803,-0.852480075,2.9
274,821,60,292,Mitija,,2 431 238 889,3 651 254 167,2.4312388888888887,36.512541666666664,,0,5,2.5,,7.7,0.08,24.33,53.1,39.5,6.2,-0.128497507,-0.932702913,1.7
275,822,60,292,Mitija,,2 431 238 889,3 651 254 167,2.4312388888888887,36.512541666666664,,5,15,10.0,,7.7,0.08,24.33,53.1,39.5,6.2,-0.128497507,-0.932702913,1.7
276,823,60,293,Mitija,,2 429 580 556,3 651 418 111,2.4295805555555554,36.514181111111114,,0,5,2.5,,7.7,0.12,25.28,58.4,29.8,8.6,-0.292196657,-0.83191447,2.3
277,824,60,293,Mitija,,2 429 580 556,3 651 418 111,2.4295805555555554,36.514181111111114,,5,15,10.0,,7.7,0.12,25.28,58.4,29.8,8.6,-0.292196657,-0.83191447,2.3
278,825,60,294,Mitija,,2 429 580 556,3 651 418 111,2.4295805555555554,36.514181111111114,,0,5,2.5,,7.6,0.11,26.04,58.0,31.5,7.4,-0.265117515,-0.894196349,2.7
279,826,60,294,Mitija,,2 429 580 556,3 651 418 111,2.4295805555555554,36.514181111111114,,5,15,10.0,,7.6,0.11,26.04,58.0,31.5,7.4,-0.265117515,-0.894196349,2.7
280,827,60,295,Mitija,,2 427 777 778,3 651 553 889,2.4277777777777776,36.51553888888889,,0,5,2.5,,7.5,0.06,16.14,38.6,45.6,11.3999999999999,0.072377425,-0.529682566,3.1
