,id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM,AREA,PERIMETER,GEO2_7G_,GEO2_7G_ID,GLG,SNUM,FAOSOIL,DOMSOI,PHASE1,SQKM,SRTMGL1_band1,landcover,Band3,Band4,Band5,Band7,NDVI,wc2_1_30s_wind_12_Band_1,wc2_1_30s_wind_11_Band_1,wc2_1_30s_wind_10_Band_1,wc2_1_30s_wind_09_Band_1,wc2_1_30s_wind_08_Band_1,wc2_1_30s_wind_07_Band_1,wc2_1_30s_wind_06_Band_1,wc2_1_30s_wind_05_Band_1,wc2_1_30s_wind_04_Band_1,wc2_1_30s_wind_03_Band_1,wc2_1_30s_wind_02_Band_1,wc2_1_30s_wind_01_Band_1,wc2_1_30s_vapr_12_Band_1,wc2_1_30s_vapr_11_Band_1,wc2_1_30s_vapr_10_Band_1,wc2_1_30s_vapr_09_Band_1,wc2_1_30s_vapr_08_Band_1,wc2_1_30s_vapr_07_Band_1,wc2_1_30s_vapr_06_Band_1,wc2_1_30s_vapr_05_Band_1,wc2_1_30s_vapr_04_Band_1,wc2_1_30s_vapr_03_Band_1,wc2_1_30s_vapr_02_Band_1,wc2_1_30s_vapr_01_Band_1,wc2_1_30s_tmin_12_Band_1,wc2_1_30s_tmin_11_Band_1,wc2_1_30s_tmin_10_Band_1,wc2_1_30s_tmin_09_Band_1,wc2_1_30s_tmin_08_Band_1,wc2_1_30s_tmin_07_Band_1,wc2_1_30s_tmin_06_Band_1,wc2_1_30s_tmin_05_Band_1,wc2_1_30s_tmin_04_Band_1,wc2_1_30s_tmin_03_Band_1,wc2_1_30s_tmin_02_Band_1,wc2_1_30s_tmin_01_Band_1,wc2_1_30s_tmax_12_Band_1,wc2_1_30s_tmax_11_Band_1,wc2_1_30s_tmax_10_Band_1,wc2_1_30s_tmax_09_Band_1,wc2_1_30s_tmax_08_Band_1,wc2_1_30s_tmax_07_Band_1,wc2_1_30s_tmax_06_Band_1,wc2_1_30s_tmax_05_Band_1,wc2_1_30s_tmax_04_Band_1,wc2_1_30s_tmax_03_Band_1,wc2_1_30s_tmax_02_Band_1,wc2_1_30s_tmax_01_Band_1,wc2_1_30s_prec_12_Band_1,wc2_1_30s_prec_11_Band_1,wc2_1_30s_prec_10_Band_1,wc2_1_30s_prec_09_Band_1,wc2_1_30s_prec_08_Band_1,wc2_1_30s_prec_07_Band_1,wc2_1_30s_prec_06_Band_1,wc2_1_30s_prec_05_Band_1,wc2_1_30s_prec_04_Band_1,wc2_1_30s_prec_03_Band_1,wc2_1_30s_prec_02_Band_1,wc2_1_30s_prec_01_Band_1,wc2_1_30s_srad_12_Band_1,wc2_1_30s_srad_11_Band_1,wc2_1_30s_srad_10_Band_1,wc2_1_30s_srad_09_Band_1,wc2_1_30s_srad_08_Band_1,wc2_1_30s_srad_07_Band_1,wc2_1_30s_srad_06_Band_1,wc2_1_30s_srad_05_Band_1,wc2_1_30s_srad_04_Band_1,wc2_1_30s_srad_03_Band_1,wc2_1_30s_srad_02_Band_1,wc2_1_30s_srad_01_Band_1,wc2_1_30s_tavg_12_Band_1,wc2_1_30s_tavg_11_Band_1,wc2_1_30s_tavg_10_Band_1,wc2_1_30s_tavg_09_Band_1,wc2_1_30s_tavg_08_Band_1,wc2_1_30s_tavg_07_Band_1,wc2_1_30s_tavg_06_Band_1,wc2_1_30s_tavg_05_Band_1,wc2_1_30s_tavg_04_Band_1,wc2_1_30s_tavg_03_Band_1,wc2_1_30s_tavg_02_Band_1,wc2_1_30s_tavg_01_Band_1
343,890,60,326,Mitija,,2 575 869 444,3 650 725 556,2.5758694444444443,36.50725555555555,,5,15,10.0,,8.1,0.16,18.41,46.4,29.7,21.0,-0.193761625,-0.344298779,1.8,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,68.0,5.0,27297.0,28407.0,32764.0,21933.0,0.071226562,3.299999952,3.099999905,2.700000048,3.0,3.400000095,3.5,3.5,3.299999952,3.400000095,3.200000048,3.299999952,3.400000095,1.080000043,125.999999,1.580000043,1.909999967,2.059999943,1.970000029,1.75,149.000001,1.220000029,1.100000024,1.039999962,100.999999,7.5,1.010000038,14.0,1.810000038,2.060000038,1.989999962,1.679999924,1.310000038,9.600000381,7.900000095,6.599999905,6.199999809,17.5,2.089999962,2.589999962,3.089999962,3.409999847,3.329999924,2.929999924,2.489999962,2.120000076,1.920000076,1.739999962,1.660000038,107.0,107.0,62.0,32.0,4.0,2.0,15.0,53.0,46.0,60.0,65.0,91.0,7854.0,9643.0,13354.0,18453.0,23144.0,25525.0,24798.0,23556.0,19405.0,15625.0,11699.0,8567.0,12.5,15.5,20.0,24.5,2.739999962,2.660000038,2.310000038,19.0,1.539999962,13.5,12.0,1.139999962
344,891,60,327,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,0,5,2.5,,7.6,0.18,26.62,60.1,32.0,6.1,-0.273724566,-0.993544709,4.7,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,75.0,5.0,14813.0,14604.0,18550.0,14040.0,0.119020329,3.299999952,3.0,2.900000095,3.099999905,3.0,3.299999952,3.5,3.299999952,3.299999952,3.099999905,3.400000095,3.299999952,1.080000043,1.25,1.580000043,1.919999957,2.059999943,1.960000038,174.000001,1.480000019,1.210000038,1.100000024,1.039999962,1.0,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.199999809,1.739999962,2.079999924,2.579999924,3.079999924,3.409999847,3.340000153,2.939999962,25.0,2.120000076,1.920000076,1.729999924,16.5,107.0,107.0,61.0,33.0,4.0,2.0,15.0,54.0,46.0,61.0,66.0,91.0,7837.0,9649.0,13422.0,18302.0,22757.0,25200.0,24741.0,23512.0,19411.0,15606.0,11733.0,8622.0,12.5,15.5,20.0,24.5,2.739999962,2.660000038,2.310000038,1.910000038,1.539999962,13.5,12.0,1.139999962
345,892,60,327,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,5,15,10.0,,7.6,0.18,26.62,60.1,32.0,6.1,-0.273724566,-0.993544709,4.7,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,75.0,5.0,14813.0,14604.0,18550.0,14040.0,0.119020329,3.299999952,3.0,2.900000095,3.099999905,3.0,3.299999952,3.5,3.299999952,3.299999952,3.099999905,3.400000095,3.299999952,1.080000043,1.25,1.580000043,1.919999957,2.059999943,1.960000038,174.000001,1.480000019,1.210000038,1.100000024,1.039999962,1.0,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.199999809,1.739999962,2.079999924,2.579999924,3.079999924,3.409999847,3.340000153,2.939999962,25.0,2.120000076,1.920000076,1.729999924,16.5,107.0,107.0,61.0,33.0,4.0,2.0,15.0,54.0,46.0,61.0,66.0,91.0,7837.0,9649.0,13422.0,18302.0,22757.0,25200.0,24741.0,23512.0,19411.0,15606.0,11733.0,8622.0,12.5,15.5,20.0,24.5,2.739999962,2.660000038,2.310000038,1.910000038,1.539999962,13.5,12.0,1.139999962
346,893,60,328,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,0,5,2.5,,7.7,0.15,26.97,60.1,32.5,6.5,-0.266991183,-0.965961188,4.6,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,75.0,5.0,14813.0,14604.0,18550.0,14040.0,0.119020329,3.299999952,3.0,2.900000095,3.099999905,3.0,3.299999952,3.5,3.299999952,3.299999952,3.099999905,3.400000095,3.299999952,1.080000043,1.25,1.580000043,1.919999957,2.059999943,1.960000038,174.000001,1.480000019,1.210000038,1.100000024,1.039999962,1.0,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.199999809,1.739999962,2.079999924,2.579999924,3.079999924,3.409999847,3.340000153,2.939999962,25.0,2.120000076,1.920000076,1.729999924,16.5,107.0,107.0,61.0,33.0,4.0,2.0,15.0,54.0,46.0,61.0,66.0,91.0,7837.0,9649.0,13422.0,18302.0,22757.0,25200.0,24741.0,23512.0,19411.0,15606.0,11733.0,8622.0,12.5,15.5,20.0,24.5,2.739999962,2.660000038,2.310000038,1.910000038,1.539999962,13.5,12.0,1.139999962
347,894,60,328,Mitija,,2 568 805 556,3 649 461 389,2.568805555555555,36.49461388888889,,5,15,10.0,,7.7,0.15,26.97,60.1,32.5,6.5,-0.266991183,-0.965961188,4.6,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,75.0,5.0,14813.0,14604.0,18550.0,14040.0,0.119020329,3.299999952,3.0,2.900000095,3.099999905,3.0,3.299999952,3.5,3.299999952,3.299999952,3.099999905,3.400000095,3.299999952,1.080000043,1.25,1.580000043,1.919999957,2.059999943,1.960000038,174.000001,1.480000019,1.210000038,1.100000024,1.039999962,1.0,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.199999809,1.739999962,2.079999924,2.579999924,3.079999924,3.409999847,3.340000153,2.939999962,25.0,2.120000076,1.920000076,1.729999924,16.5,107.0,107.0,61.0,33.0,4.0,2.0,15.0,54.0,46.0,61.0,66.0,91.0,7837.0,9649.0,13422.0,18302.0,22757.0,25200.0,24741.0,23512.0,19411.0,15606.0,11733.0,8622.0,12.5,15.5,20.0,24.5,2.739999962,2.660000038,2.310000038,1.910000038,1.539999962,13.5,12.0,1.139999962
348,895,60,329,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,0,5,2.5,,7.9,0.09,26.75,65.7,33.2,4.0,-0.296427352,-12.1550544433447,3.5,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,85.0,5.0,23197.0,23227.0,25212.0,14097.0,0.040979376,3.200000048,3.0,2.900000095,3.099999905,3.0,3.200000048,3.5,3.299999952,3.200000048,3.099999905,3.400000095,3.299999952,1.070000052,124.000001,1.580000043,1.919999957,2.049999952,1.950000048,1.730000019,1.470000029,1.210000038,1.090000033,1.029999971,0.99000001,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.319999981,9.699999809,7.900000095,6.699999809,6.300000191,1.729999924,2.070000076,2.570000076,3.070000076,34.0,3.320000076,2.929999924,2.489999962,2.120000076,1.910000038,1.720000076,1.639999962,108.0,107.0,61.0,33.0,5.0,2.0,16.0,54.0,48.0,61.0,66.0,92.0,7842.0,9677.0,13428.0,18269.0,22758.0,25136.0,24685.0,23470.0,19357.0,15643.0,11766.0,8628.0,1.239999962,1.539999962,1.989999962,2.439999962,2.729999924,2.660000038,2.310000038,19.0,1.539999962,13.5,1.189999962,1.130000019
349,896,60,329,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,5,15,10.0,,7.9,0.09,26.75,65.7,33.2,4.0,-0.296427352,-12.1550544433447,3.5,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,85.0,5.0,23197.0,23227.0,25212.0,14097.0,0.040979376,3.200000048,3.0,2.900000095,3.099999905,3.0,3.200000048,3.5,3.299999952,3.200000048,3.099999905,3.400000095,3.299999952,1.070000052,124.000001,1.580000043,1.919999957,2.049999952,1.950000048,1.730000019,1.470000029,1.210000038,1.090000033,1.029999971,0.99000001,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.319999981,9.699999809,7.900000095,6.699999809,6.300000191,1.729999924,2.070000076,2.570000076,3.070000076,34.0,3.320000076,2.929999924,2.489999962,2.120000076,1.910000038,1.720000076,1.639999962,108.0,107.0,61.0,33.0,5.0,2.0,16.0,54.0,48.0,61.0,66.0,92.0,7842.0,9677.0,13428.0,18269.0,22758.0,25136.0,24685.0,23470.0,19357.0,15643.0,11766.0,8628.0,1.239999962,1.539999962,1.989999962,2.439999962,2.729999924,2.660000038,2.310000038,19.0,1.539999962,13.5,1.189999962,1.130000019
350,897,60,330,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,0,5,2.5,,7.8,0.11,26.65,63.6,35.5,3.9,-0.253228831,-12.123925769072,3.5,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,85.0,5.0,23197.0,23227.0,25212.0,14097.0,0.040979376,3.200000048,3.0,2.900000095,3.099999905,3.0,3.200000048,3.5,3.299999952,3.200000048,3.099999905,3.400000095,3.299999952,1.070000052,124.000001,1.580000043,1.919999957,2.049999952,1.950000048,1.730000019,1.470000029,1.210000038,1.090000033,1.029999971,0.99000001,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.319999981,9.699999809,7.900000095,6.699999809,6.300000191,1.729999924,2.070000076,2.570000076,3.070000076,34.0,3.320000076,2.929999924,2.489999962,2.120000076,1.910000038,1.720000076,1.639999962,108.0,107.0,61.0,33.0,5.0,2.0,16.0,54.0,48.0,61.0,66.0,92.0,7842.0,9677.0,13428.0,18269.0,22758.0,25136.0,24685.0,23470.0,19357.0,15643.0,11766.0,8628.0,1.239999962,1.539999962,1.989999962,2.439999962,2.729999924,2.660000038,2.310000038,19.0,1.539999962,13.5,1.189999962,1.130000019
351,898,60,330,Mitija,,2 568 588 889,3 649 045,2.568588888888889,36.49045,,5,15,10.0,,7.8,0.11,26.65,63.6,35.5,3.9,-0.253228831,-12.123925769072,3.5,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,85.0,5.0,23197.0,23227.0,25212.0,14097.0,0.040979376,3.200000048,3.0,2.900000095,3.099999905,3.0,3.200000048,3.5,3.299999952,3.200000048,3.099999905,3.400000095,3.299999952,1.070000052,124.000001,1.580000043,1.919999957,2.049999952,1.950000048,1.730000019,1.470000029,1.210000038,1.090000033,1.029999971,0.99000001,7.599999905,1.019999981,1.410000038,1.810000038,2.070000076,1.989999962,1.689999962,1.319999981,9.699999809,7.900000095,6.699999809,6.300000191,1.729999924,2.070000076,2.570000076,3.070000076,34.0,3.320000076,2.929999924,2.489999962,2.120000076,1.910000038,1.720000076,1.639999962,108.0,107.0,61.0,33.0,5.0,2.0,16.0,54.0,48.0,61.0,66.0,92.0,7842.0,9677.0,13428.0,18269.0,22758.0,25136.0,24685.0,23470.0,19357.0,15643.0,11766.0,8628.0,1.239999962,1.539999962,1.989999962,2.439999962,2.729999924,2.660000038,2.310000038,19.0,1.539999962,13.5,1.189999962,1.130000019
352,899,60,331,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,0,5,2.5,,8.0,0.15,23.33,47.0,38.7,13.5,-0.084386985,-0.541764182,2.6,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,135.0,5.0,33150.0,34737.0,39069.0,24835.0,0.058694415,3.200000048,3.099999905,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.049999952,1.230000019,1.539999962,1.870000005,2.039999962,1.919999957,1.690000057,1.440000057,1.190000057,1.070000052,100.999999,0.970000029,7.599999905,1.019999981,1.410000038,1.810000038,2.060000038,20.0,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.300000191,1.679999924,2.010000038,2.510000038,3.010000038,3.340000153,3.270000076,2.879999924,2.439999962,2.070000076,1.870000076,1.670000076,1.589999962,111.0,110.0,63.0,34.0,5.0,2.0,18.0,57.0,51.0,67.0,70.0,96.0,7859.0,9652.0,13387.0,18330.0,22632.0,25011.0,24577.0,23475.0,19401.0,15585.0,11745.0,8648.0,1.219999981,1.519999981,1.960000038,2.410000038,27.0,2.629999924,2.289999962,1.879999924,1.519999981,1.330000019,1.169999981,1.110000038
353,900,60,331,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,5,15,10.0,,8.0,0.15,23.33,47.0,38.7,13.5,-0.084386985,-0.541764182,2.6,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,135.0,5.0,33150.0,34737.0,39069.0,24835.0,0.058694415,3.200000048,3.099999905,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.049999952,1.230000019,1.539999962,1.870000005,2.039999962,1.919999957,1.690000057,1.440000057,1.190000057,1.070000052,100.999999,0.970000029,7.599999905,1.019999981,1.410000038,1.810000038,2.060000038,20.0,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.300000191,1.679999924,2.010000038,2.510000038,3.010000038,3.340000153,3.270000076,2.879999924,2.439999962,2.070000076,1.870000076,1.670000076,1.589999962,111.0,110.0,63.0,34.0,5.0,2.0,18.0,57.0,51.0,67.0,70.0,96.0,7859.0,9652.0,13387.0,18330.0,22632.0,25011.0,24577.0,23475.0,19401.0,15585.0,11745.0,8648.0,1.219999981,1.519999981,1.960000038,2.410000038,27.0,2.629999924,2.289999962,1.879999924,1.519999981,1.330000019,1.169999981,1.110000038
354,901,60,332,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,0,5,2.5,,8.0,0.15,25.19,53.4,33.0,16.3,-0.209027398,-0.515353734,3.0,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,135.0,5.0,33150.0,34737.0,39069.0,24835.0,0.058694415,3.200000048,3.099999905,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.049999952,1.230000019,1.539999962,1.870000005,2.039999962,1.919999957,1.690000057,1.440000057,1.190000057,1.070000052,100.999999,0.970000029,7.599999905,1.019999981,1.410000038,1.810000038,2.060000038,20.0,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.300000191,1.679999924,2.010000038,2.510000038,3.010000038,3.340000153,3.270000076,2.879999924,2.439999962,2.070000076,1.870000076,1.670000076,1.589999962,111.0,110.0,63.0,34.0,5.0,2.0,18.0,57.0,51.0,67.0,70.0,96.0,7859.0,9652.0,13387.0,18330.0,22632.0,25011.0,24577.0,23475.0,19401.0,15585.0,11745.0,8648.0,1.219999981,1.519999981,1.960000038,2.410000038,27.0,2.629999924,2.289999962,1.879999924,1.519999981,1.330000019,1.169999981,1.110000038
355,902,60,332,Mitija,,2 574 069 444,3 647 494 167,2.574069444444444,36.474941666666666,,5,15,10.0,,8.0,0.15,25.19,53.4,33.0,16.3,-0.209027398,-0.515353734,3.0,0.06871,1.90991,162.0,86.0,Qe,1078.0,Bc6-2ab,Bc,,5251.0,135.0,5.0,33150.0,34737.0,39069.0,24835.0,0.058694415,3.200000048,3.099999905,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.049999952,1.230000019,1.539999962,1.870000005,2.039999962,1.919999957,1.690000057,1.440000057,1.190000057,1.070000052,100.999999,0.970000029,7.599999905,1.019999981,1.410000038,1.810000038,2.060000038,20.0,1.689999962,1.310000038,9.600000381,7.900000095,6.699999809,6.300000191,1.679999924,2.010000038,2.510000038,3.010000038,3.340000153,3.270000076,2.879999924,2.439999962,2.070000076,1.870000076,1.670000076,1.589999962,111.0,110.0,63.0,34.0,5.0,2.0,18.0,57.0,51.0,67.0,70.0,96.0,7859.0,9652.0,13387.0,18330.0,22632.0,25011.0,24577.0,23475.0,19401.0,15585.0,11745.0,8648.0,1.219999981,1.519999981,1.960000038,2.410000038,27.0,2.629999924,2.289999962,1.879999924,1.519999981,1.330000019,1.169999981,1.110000038
356,903,60,333,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,0,5,2.5,,7.9,0.13,23.69,49.1,47.0,6.4,-0.018983723,-0.884901607,4.6,0.06871,1.90991,162.0,86.0,Qe,1345.0,Jc16-2/3a,Jc,,1406.0,97.0,5.0,16483.0,17096.0,22861.0,17612.0,0.144280101,3.200000048,2.900000095,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.059999943,124.000001,1.559999943,1.909999967,2.069999933,1.950000048,1.710000038,1.460000038,1.200000048,1.090000033,1.019999981,0.99000001,7.699999809,1.030000019,1.419999981,1.820000076,2.070000076,20.0,1.689999962,1.319999981,9.699999809,8.0,6.800000191,6.400000095,1.710000038,2.039999962,2.529999924,3.039999962,3.359999847,3.290000153,29.0,2.470000076,21.0,1.889999962,17.0,1.620000076,108.0,107.0,62.0,34.0,5.0,2.0,17.0,56.0,49.0,64.0,67.0,93.0,7828.0,9665.0,13377.0,18288.0,22633.0,25009.0,24574.0,23481.0,19395.0,15596.0,11779.0,8636.0,1.239999962,1.539999962,1.979999924,2.429999924,2.720000076,2.639999962,23.0,1.889999962,1.539999962,1.339999962,1.189999962,1.130000019
357,904,60,333,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,5,15,10.0,,7.9,0.13,23.69,49.1,47.0,6.4,-0.018983723,-0.884901607,4.6,0.06871,1.90991,162.0,86.0,Qe,1345.0,Jc16-2/3a,Jc,,1406.0,97.0,5.0,16483.0,17096.0,22861.0,17612.0,0.144280101,3.200000048,2.900000095,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.059999943,124.000001,1.559999943,1.909999967,2.069999933,1.950000048,1.710000038,1.460000038,1.200000048,1.090000033,1.019999981,0.99000001,7.699999809,1.030000019,1.419999981,1.820000076,2.070000076,20.0,1.689999962,1.319999981,9.699999809,8.0,6.800000191,6.400000095,1.710000038,2.039999962,2.529999924,3.039999962,3.359999847,3.290000153,29.0,2.470000076,21.0,1.889999962,17.0,1.620000076,108.0,107.0,62.0,34.0,5.0,2.0,17.0,56.0,49.0,64.0,67.0,93.0,7828.0,9665.0,13377.0,18288.0,22633.0,25009.0,24574.0,23481.0,19395.0,15596.0,11779.0,8636.0,1.239999962,1.539999962,1.979999924,2.429999924,2.720000076,2.639999962,23.0,1.889999962,1.539999962,1.339999962,1.189999962,1.130000019
358,905,60,334,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,0,5,2.5,,7.9,0.15,21.1,49.3,46.4,5.9,-0.026329027,-0.921994996,4.0,0.06871,1.90991,162.0,86.0,Qe,1345.0,Jc16-2/3a,Jc,,1406.0,97.0,5.0,16483.0,17096.0,22861.0,17612.0,0.144280101,3.200000048,2.900000095,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.059999943,124.000001,1.559999943,1.909999967,2.069999933,1.950000048,1.710000038,1.460000038,1.200000048,1.090000033,1.019999981,0.99000001,7.699999809,1.030000019,1.419999981,1.820000076,2.070000076,20.0,1.689999962,1.319999981,9.699999809,8.0,6.800000191,6.400000095,1.710000038,2.039999962,2.529999924,3.039999962,3.359999847,3.290000153,29.0,2.470000076,21.0,1.889999962,17.0,1.620000076,108.0,107.0,62.0,34.0,5.0,2.0,17.0,56.0,49.0,64.0,67.0,93.0,7828.0,9665.0,13377.0,18288.0,22633.0,25009.0,24574.0,23481.0,19395.0,15596.0,11779.0,8636.0,1.239999962,1.539999962,1.979999924,2.429999924,2.720000076,2.639999962,23.0,1.889999962,1.539999962,1.339999962,1.189999962,1.130000019
359,906,60,334,Mitija,,2 597 683 333,3 647 054 722,2.5976833333333333,36.47054722222222,,5,15,10.0,,7.9,0.15,21.1,49.3,46.4,5.9,-0.026329027,-0.921994996,4.0,0.06871,1.90991,162.0,86.0,Qe,1345.0,Jc16-2/3a,Jc,,1406.0,97.0,5.0,16483.0,17096.0,22861.0,17612.0,0.144280101,3.200000048,2.900000095,2.700000048,3.0,2.900000095,3.099999905,3.5,3.299999952,3.200000048,3.0,3.299999952,3.200000048,1.059999943,124.000001,1.559999943,1.909999967,2.069999933,1.950000048,1.710000038,1.460000038,1.200000048,1.090000033,1.019999981,0.99000001,7.699999809,1.030000019,1.419999981,1.820000076,2.070000076,20.0,1.689999962,1.319999981,9.699999809,8.0,6.800000191,6.400000095,1.710000038,2.039999962,2.529999924,3.039999962,3.359999847,3.290000153,29.0,2.470000076,21.0,1.889999962,17.0,1.620000076,108.0,107.0,62.0,34.0,5.0,2.0,17.0,56.0,49.0,64.0,67.0,93.0,7828.0,9665.0,13377.0,18288.0,22633.0,25009.0,24574.0,23481.0,19395.0,15596.0,11779.0,8636.0,1.239999962,1.539999962,1.979999924,2.429999924,2.720000076,2.639999962,23.0,1.889999962,1.539999962,1.339999962,1.189999962,1.130000019
360,907,60,335,Mitija,,2 611 669 444,3 647 150 556,2.6116694444444444,36.47150555555556,,0,5,2.5,,8.2,0.12,18.18,37.8,49.7,11.7,0.118864474,-0.509306053,3.7,0.06871,1.90991,162.0,86.0,Qe,1345.0,Jc16-2/3a,Jc,,1406.0,95.0,5.0,12109.0,12861.0,18633.0,14467.0,0.183273004,3.200000048,2.900000095,2.599999905,2.900000095,2.900000095,3.099999905,3.5,3.299999952,3.099999905,2.900000095,3.299999952,3.200000048,1.059999943,124.000001,1.559999943,1.889999986,2.059999943,1.940000057,1.710000038,1.460000038,1.210000038,1.090000033,1.019999981,0.99000001,7.699999809,1.030000019,1.419999981,1.820000076,2.070000076,20.0,1.689999962,1.319999981,9.699999809,8.0,6.800000191,6.300000191,1.710000038,20.5,2.539999962,3.039999962,3.359999847,3.290000153,2.910000038,2.470000076,21.0,1.889999962,17.0,1.620000076,108.0,108.0,62.0,33.0,5.0,2.0,17.0,57.0,50.0,64.0,67.0,93.0,7826.0,9664.0,13345.0,18369.0,22698.0,25075.0,24574.0,23397.0,19364.0,15592.0,11752.0,8633.0,1.239999962,1.539999962,1.979999924,2.429999924,2.710000038,2.639999962,23.0,19.0,1.539999962,1.339999962,1.189999962,1.130000019
361,908,60,335,Mitija,,2 611 669 444,3 647 150 556,2.6116694444444444,36.47150555555556,,5,15,10.0,,8.2,0.12,18.18,37.8,49.7,11.7,0.118864474,-0.509306053,3.7,0.06871,1.90991,162.0,86.0,Qe,1345.0,Jc16-2/3a,Jc,,1406.0,95.0,5.0,12109.0,12861.0,18633.0,14467.0,0.183273004,3.200000048,2.900000095,2.599999905,2.900000095,2.900000095,3.099999905,3.5,3.299999952,3.099999905,2.900000095,3.299999952,3.200000048,1.059999943,124.000001,1.559999943,1.889999986,2.059999943,1.940000057,1.710000038,1.460000038,1.210000038,1.090000033,1.019999981,0.99000001,7.699999809,1.030000019,1.419999981,1.820000076,2.070000076,20.0,1.689999962,1.319999981,9.699999809,8.0,6.800000191,6.300000191,1.710000038,20.5,2.539999962,3.039999962,3.359999847,3.290000153,2.910000038,2.470000076,21.0,1.889999962,17.0,1.620000076,108.0,108.0,62.0,33.0,5.0,2.0,17.0,57.0,50.0,64.0,67.0,93.0,7826.0,9664.0,13345.0,18369.0,22698.0,25075.0,24574.0,23397.0,19364.0,15592.0,11752.0,8633.0,1.239999962,1.539999962,1.979999924,2.429999924,2.710000038,2.639999962,23.0,19.0,1.539999962,1.339999962,1.189999962,1.130000019
