id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM,AREA,PERIMETER,GEO2_7G_,GEO2_7G_ID,GLG,SNUM,FAOSOIL,DOMSOI,PHASE1,SQKM,SRTMGL1_band1,landcover,Band3,Band4,Band5,Band7,NDVI,wc2_1_30s_wind_12_Band_1,wc2_1_30s_wind_11_Band_1,wc2_1_30s_wind_10_Band_1,wc2_1_30s_wind_09_Band_1,wc2_1_30s_wind_08_Band_1,wc2_1_30s_wind_07_Band_1,wc2_1_30s_wind_06_Band_1,wc2_1_30s_wind_05_Band_1,wc2_1_30s_wind_04_Band_1,wc2_1_30s_wind_03_Band_1,wc2_1_30s_wind_02_Band_1,wc2_1_30s_wind_01_Band_1,wc2_1_30s_vapr_12_Band_1,wc2_1_30s_vapr_11_Band_1,wc2_1_30s_vapr_10_Band_1,wc2_1_30s_vapr_09_Band_1,wc2_1_30s_vapr_08_Band_1,wc2_1_30s_vapr_07_Band_1,wc2_1_30s_vapr_06_Band_1,wc2_1_30s_vapr_05_Band_1,wc2_1_30s_vapr_04_Band_1,wc2_1_30s_vapr_03_Band_1,wc2_1_30s_vapr_02_Band_1,wc2_1_30s_vapr_01_Band_1,wc2_1_30s_tmin_12_Band_1,wc2_1_30s_tmin_11_Band_1,wc2_1_30s_tmin_10_Band_1,wc2_1_30s_tmin_09_Band_1,wc2_1_30s_tmin_08_Band_1,wc2_1_30s_tmin_07_Band_1,wc2_1_30s_tmin_06_Band_1,wc2_1_30s_tmin_05_Band_1,wc2_1_30s_tmin_04_Band_1,wc2_1_30s_tmin_03_Band_1,wc2_1_30s_tmin_02_Band_1,wc2_1_30s_tmin_01_Band_1,wc2_1_30s_tmax_12_Band_1,wc2_1_30s_tmax_11_Band_1,wc2_1_30s_tmax_10_Band_1,wc2_1_30s_tmax_09_Band_1,wc2_1_30s_tmax_08_Band_1,wc2_1_30s_tmax_07_Band_1,wc2_1_30s_tmax_06_Band_1,wc2_1_30s_tmax_05_Band_1,wc2_1_30s_tmax_04_Band_1,wc2_1_30s_tmax_03_Band_1,wc2_1_30s_tmax_02_Band_1,wc2_1_30s_tmax_01_Band_1,wc2_1_30s_prec_12_Band_1,wc2_1_30s_prec_11_Band_1,wc2_1_30s_prec_10_Band_1,wc2_1_30s_prec_09_Band_1,wc2_1_30s_prec_08_Band_1,wc2_1_30s_prec_07_Band_1,wc2_1_30s_prec_06_Band_1,wc2_1_30s_prec_05_Band_1,wc2_1_30s_prec_04_Band_1,wc2_1_30s_prec_03_Band_1,wc2_1_30s_prec_02_Band_1,wc2_1_30s_prec_01_Band_1,wc2_1_30s_srad_12_Band_1,wc2_1_30s_srad_11_Band_1,wc2_1_30s_srad_10_Band_1,wc2_1_30s_srad_09_Band_1,wc2_1_30s_srad_08_Band_1,wc2_1_30s_srad_07_Band_1,wc2_1_30s_srad_06_Band_1,wc2_1_30s_srad_05_Band_1,wc2_1_30s_srad_04_Band_1,wc2_1_30s_srad_03_Band_1,wc2_1_30s_srad_02_Band_1,wc2_1_30s_srad_01_Band_1,wc2_1_30s_tavg_12_Band_1,wc2_1_30s_tavg_11_Band_1,wc2_1_30s_tavg_10_Band_1,wc2_1_30s_tavg_09_Band_1,wc2_1_30s_tavg_08_Band_1,wc2_1_30s_tavg_07_Band_1,wc2_1_30s_tavg_06_Band_1,wc2_1_30s_tavg_05_Band_1,wc2_1_30s_tavg_04_Band_1,wc2_1_30s_tavg_03_Band_1,wc2_1_30s_tavg_02_Band_1,wc2_1_30s_tavg_01_Band_1
811,60,287,Mitija,,2 432 102 778,3 650 821 111,"2Â° 25' 55.57"" E","36Â° 30' 29.56"" N",nan,0,5,"2,5",nan,"8,1","0,1","23,19","40,6",46 099 999 999 999 900,"8,6","0,055174785","-0,674027689",3,"0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,93,5,16531,17090,23099,17811,"0,149518525",3 299 999 952,3 099 999 905,2 700 000 048,3 099 999 905,3 299 999 952,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 299 999 952,1 080 000 043,"1,25",1 570 000 052,1 899 999 976,2 029 999 971,1 950 000 048,1 730 000 019,1 480 000 019,1 200 000 048,1 100 000 024,1 019 999 981,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 720 000 076,"20,5",2 560 000 038,3 070 000 076,3 420 000 076,3 359 999 847,2 960 000 038,2 510 000 038,2 129 999 924,1 920 000 076,1 710 000 038,1 629 999 924,110,104,63,32,4,2,14,50,45,60,68,89,7780,9651,13340,18299,22941,25385,24674,23608,19446,15688,11791,8686,1 239 999 962,1 539 999 962,1 979 999 924,2 439 999 962,"27,5",2 689 999 962,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
812,60,287,Mitija,,2 432 102 778,3 650 821 111,"2Â° 25' 55.57"" E","36Â° 30' 29.56"" N",nan,5,15,10,nan,"8,1","0,1","23,19","40,6",46 099 999 999 999 900,"8,6","0,055174785","-0,674027689",3,"0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,93,5,16531,17090,23099,17811,"0,149518525",3 299 999 952,3 099 999 905,2 700 000 048,3 099 999 905,3 299 999 952,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 299 999 952,1 080 000 043,"1,25",1 570 000 052,1 899 999 976,2 029 999 971,1 950 000 048,1 730 000 019,1 480 000 019,1 200 000 048,1 100 000 024,1 019 999 981,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 720 000 076,"20,5",2 560 000 038,3 070 000 076,3 420 000 076,3 359 999 847,2 960 000 038,2 510 000 038,2 129 999 924,1 920 000 076,1 710 000 038,1 629 999 924,110,104,63,32,4,2,14,50,45,60,68,89,7780,9651,13340,18299,22941,25385,24674,23608,19446,15688,11791,8686,1 239 999 962,1 539 999 962,1 979 999 924,2 439 999 962,"27,5",2 689 999 962,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
813,60,288,Mitija,,2 432 102 778,3 650 821 111,"2Â° 25' 55.57"" E","36Â° 30' 29.56"" N",nan,0,5,"2,5",nan,"7,9","0,18","21,13",41,"44,5","10,7","0,035576048","-0,583400185","2,4","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,93,5,16531,17090,23099,17811,"0,149518525",3 299 999 952,3 099 999 905,2 700 000 048,3 099 999 905,3 299 999 952,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 299 999 952,1 080 000 043,"1,25",1 570 000 052,1 899 999 976,2 029 999 971,1 950 000 048,1 730 000 019,1 480 000 019,1 200 000 048,1 100 000 024,1 019 999 981,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 720 000 076,"20,5",2 560 000 038,3 070 000 076,3 420 000 076,3 359 999 847,2 960 000 038,2 510 000 038,2 129 999 924,1 920 000 076,1 710 000 038,1 629 999 924,110,104,63,32,4,2,14,50,45,60,68,89,7780,9651,13340,18299,22941,25385,24674,23608,19446,15688,11791,8686,1 239 999 962,1 539 999 962,1 979 999 924,2 439 999 962,"27,5",2 689 999 962,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
814,60,288,Mitija,,2 432 102 778,3 650 821 111,"2Â° 25' 55.57"" E","36Â° 30' 29.56"" N",nan,5,15,10,nan,"7,9","0,18","21,13",41,"44,5","10,7","0,035576048","-0,583400185","2,4","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,93,5,16531,17090,23099,17811,"0,149518525",3 299 999 952,3 099 999 905,2 700 000 048,3 099 999 905,3 299 999 952,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 299 999 952,1 080 000 043,"1,25",1 570 000 052,1 899 999 976,2 029 999 971,1 950 000 048,1 730 000 019,1 480 000 019,1 200 000 048,1 100 000 024,1 019 999 981,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 720 000 076,"20,5",2 560 000 038,3 070 000 076,3 420 000 076,3 359 999 847,2 960 000 038,2 510 000 038,2 129 999 924,1 920 000 076,1 710 000 038,1 629 999 924,110,104,63,32,4,2,14,50,45,60,68,89,7780,9651,13340,18299,22941,25385,24674,23608,19446,15688,11791,8686,1 239 999 962,1 539 999 962,1 979 999 924,2 439 999 962,"27,5",2 689 999 962,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
815,60,289,Mitija,,24 434,3 650 640 556,"2Â° 26' 36.24"" E","36Â° 30' 23.06"" N",nan,0,5,"2,5",nan,8,"0,08","23,38","47,4","38,6","9,8","-0,089191129","-0,684552358","2,1","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,83,5,19772,20527,25689,20441,"0,11169292",3 299 999 952,3 099 999 905,2 900 000 095,3,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 889 999 986,2 039 999 962,1 950 000 048,1 730 000 019,1 480 000 019,1 210 000 038,1 100 000 024,1 029 999 971,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 300 000 191,1 720 000 076,2 060 000 038,2 570 000 076,3 079 999 924,3 429 999 924,3 370 000 076,2 979 999 924,2 529 999 924,2 139 999 962,1 929 999 924,1 720 000 076,1 639 999 962,109,104,62,31,4,2,14,50,45,59,68,89,7823,9649,13398,18341,22878,25320,24675,23612,19445,15683,11763,8635,1 239 999 962,1 539 999 962,1 989 999 962,"24,5",2 760 000 038,2 689 999 962,2 339 999 962,1 929 999 924,1 560 000 038,1 360 000 038,12,1 130 000 019
816,60,289,Mitija,,24 434,3 650 640 556,"2Â° 26' 36.24"" E","36Â° 30' 23.06"" N",nan,5,15,10,nan,8,"0,08","23,38","47,4","38,6","9,8","-0,089191129","-0,684552358","2,1","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,83,5,19772,20527,25689,20441,"0,11169292",3 299 999 952,3 099 999 905,2 900 000 095,3,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 889 999 986,2 039 999 962,1 950 000 048,1 730 000 019,1 480 000 019,1 210 000 038,1 100 000 024,1 029 999 971,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 300 000 191,1 720 000 076,2 060 000 038,2 570 000 076,3 079 999 924,3 429 999 924,3 370 000 076,2 979 999 924,2 529 999 924,2 139 999 962,1 929 999 924,1 720 000 076,1 639 999 962,109,104,62,31,4,2,14,50,45,59,68,89,7823,9649,13398,18341,22878,25320,24675,23612,19445,15683,11763,8635,1 239 999 962,1 539 999 962,1 989 999 962,"24,5",2 760 000 038,2 689 999 962,2 339 999 962,1 929 999 924,1 560 000 038,1 360 000 038,12,1 130 000 019
817,60,290,Mitija,,24 434,3 650 640 556,"2Â° 26' 36.24"" E","36Â° 30' 23.06"" N",nan,0,5,"2,5",nan,"7,9","0,12","23,38","48,9","36,4",11 600 000 000 000 000,"-0,128207564","-0,624850959","1,6","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,83,5,19772,20527,25689,20441,"0,11169292",3 299 999 952,3 099 999 905,2 900 000 095,3,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 889 999 986,2 039 999 962,1 950 000 048,1 730 000 019,1 480 000 019,1 210 000 038,1 100 000 024,1 029 999 971,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 300 000 191,1 720 000 076,2 060 000 038,2 570 000 076,3 079 999 924,3 429 999 924,3 370 000 076,2 979 999 924,2 529 999 924,2 139 999 962,1 929 999 924,1 720 000 076,1 639 999 962,109,104,62,31,4,2,14,50,45,59,68,89,7823,9649,13398,18341,22878,25320,24675,23612,19445,15683,11763,8635,1 239 999 962,1 539 999 962,1 989 999 962,"24,5",2 760 000 038,2 689 999 962,2 339 999 962,1 929 999 924,1 560 000 038,1 360 000 038,12,1 130 000 019
818,60,290,Mitija,,24 434,3 650 640 556,"2Â° 26' 36.24"" E","36Â° 30' 23.06"" N",nan,5,15,10,nan,"7,9","0,12","23,38","48,9","36,4",11 600 000 000 000 000,"-0,128207564","-0,624850959","1,6","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,83,5,19772,20527,25689,20441,"0,11169292",3 299 999 952,3 099 999 905,2 900 000 095,3,3 299 999 952,3 400 000 095,"3,5",3 400 000 095,"3,5",3 299 999 952,"3,5",3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 889 999 986,2 039 999 962,1 950 000 048,1 730 000 019,1 480 000 019,1 210 000 038,1 100 000 024,1 029 999 971,"0,99000001",7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 020 000 076,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 300 000 191,1 720 000 076,2 060 000 038,2 570 000 076,3 079 999 924,3 429 999 924,3 370 000 076,2 979 999 924,2 529 999 924,2 139 999 962,1 929 999 924,1 720 000 076,1 639 999 962,109,104,62,31,4,2,14,50,45,59,68,89,7823,9649,13398,18341,22878,25320,24675,23612,19445,15683,11763,8635,1 239 999 962,1 539 999 962,1 989 999 962,"24,5",2 760 000 038,2 689 999 962,2 339 999 962,1 929 999 924,1 560 000 038,1 360 000 038,12,1 130 000 019
819,60,291,Mitija,,2 431 238 889,3 651 254 167,"2Â° 25' 52.46"" E","36Â° 30' 45.15"" N",nan,0,5,"2,5",nan,"7,7","0,08","24,52","53,4",40 900 000 000 000 000,"7,5","-0,11581803","-0,852480075","2,9","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
820,60,291,Mitija,,2 431 238 889,3 651 254 167,"2Â° 25' 52.46"" E","36Â° 30' 45.15"" N",nan,5,15,10,nan,"7,7","0,08","24,52","53,4",40 900 000 000 000 000,"7,5","-0,11581803","-0,852480075","2,9","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
821,60,292,Mitija,,2 431 238 889,3 651 254 167,"2Â° 25' 52.46"" E","36Â° 30' 45.15"" N",nan,0,5,"2,5",nan,"7,7","0,08","24,33","53,1","39,5","6,2","-0,128497507","-0,932702913","1,7","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
822,60,292,Mitija,,2 431 238 889,3 651 254 167,"2Â° 25' 52.46"" E","36Â° 30' 45.15"" N",nan,5,15,10,nan,"7,7","0,08","24,33","53,1","39,5","6,2","-0,128497507","-0,932702913","1,7","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
823,60,293,Mitija,,2 429 580 556,3 651 418 111,"2Â° 25' 46.49"" E","36Â° 30' 51.052"" N",nan,0,5,"2,5",nan,"7,7","0,12","25,28","58,4","29,8","8,6","-0,292196657","-0,83191447","2,3","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
824,60,293,Mitija,,2 429 580 556,3 651 418 111,"2Â° 25' 46.49"" E","36Â° 30' 51.052"" N",nan,5,15,10,nan,"7,7","0,12","25,28","58,4","29,8","8,6","-0,292196657","-0,83191447","2,3","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
825,60,294,Mitija,,2 429 580 556,3 651 418 111,"2Â° 25' 46.49"" E","36Â° 30' 51.052"" N",nan,0,5,"2,5",nan,"7,6","0,11","26,04",58,"31,5","7,4","-0,265117515","-0,894196349","2,7","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
826,60,294,Mitija,,2 429 580 556,3 651 418 111,"2Â° 25' 46.49"" E","36Â° 30' 51.052"" N",nan,5,15,10,nan,"7,6","0,11","26,04",58,"31,5","7,4","-0,265117515","-0,894196349","2,7","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
827,60,295,Mitija,,2 427 777 778,3 651 553 889,"2Â° 25' 40.00"" E","36Â° 30' 55.94"" N",nan,0,5,"2,5",nan,"7,5","0,06","16,14","38,6","45,6",11 399 999 999 999 900,"0,072377425","-0,529682566","3,1","0,09537","2,63835",159,77,T,1078,Bc6-2ab,Bc,,5251,76,5,18542,19106,24542,19483,"0,124541789",3 299 999 952,3 099 999 905,2 799 999 952,3 099 999 905,3 400 000 095,"3,5","3,5",3 400 000 095,"3,5",3 299 999 952,3 599 999 905,3 400 000 095,1 080 000 043,"1,25",1 580 000 043,1 899 999 976,2 049 999 952,1 960 000 038,174 000 001,149 000 001,1 210 000 038,1 100 000 024,1 029 999 971,1,7 599 999 905,1 019 999 981,1 410 000 038,1 820 000 076,2 079 999 924,2 010 000 038,1 710 000 038,1 330 000 019,9 699 999 809,8,6 699 999 809,6 199 999 809,1 729 999 924,2 060 000 038,2 570 000 076,3 070 000 076,3 420 000 076,"33,5",2 960 000 038,2 520 000 076,2 129 999 924,1 920 000 076,1 720 000 076,1 639 999 962,109,103,62,31,4,2,14,50,44,59,67,88,7796,9666,13363,18329,22940,25448,24672,23561,19440,15678,11781,8655,1 239 999 962,1 539 999 962,1 989 999 962,"24,5","27,5",2 679 999 924,2 329 999 924,1 920 000 076,"15,5",1 360 000 038,1 189 999 962,1 130 000 019
